index,Age,Education,Sex,Income,Industry,Included,State,Income Decile
1792,40.0,Low,Female,72000.0,Education,0,Michoacan,8
1793,51.0,Medium,Male,40800.0,Education,0,Michoacan,5
1794,32.0,Low,Male,28800.0,Construction,1,Michoacan,4
1795,44.0,Low,Male,4200.0,Agriculture,1,Michoacan,1
1796,49.0,Medium,Male,84000.0,Education,1,Michoacan,8
1797,34.0,Low,Male,24000.0,Agriculture,0,Michoacan,3
1798,46.0,Low,Male,97000.0,Agriculture,1,Michoacan,9
1799,46.0,Low,Male,97000.0,Agriculture,1,Michoacan,9
1800,45.0,Low,Male,94800.0,Agriculture,0,Michoacan,8
1801,26.0,Low,Male,24000.0,Agriculture,0,Michoacan,3
1802,36.0,Low,Male,24000.0,Agriculture,0,Michoacan,3
1803,48.0,Low,Male,26800.0,Agriculture,0,Michoacan,3
1804,51.0,Low,Female,146000.0,Education,0,Michoacan,9
1805,40.0,Low,Male,24000.0,Agriculture,1,Michoacan,3
1806,34.0,Low,Male,29400.0,Agriculture,0,Michoacan,4
1807,23.0,Low,Male,70000.0,Agriculture,1,Michoacan,7
1808,42.0,Low,Male,26804.665059491454,Agriculture,0,Michoacan,3
1809,43.0,Low,Female,18710.0,Agriculture,1,Michoacan,2
1810,51.0,Low,Male,14200.0,Agriculture,0,Michoacan,2
1811,38.0,Low,Male,13000.0,Agriculture,0,Michoacan,2
1812,31.0,Medium,Male,31200.0,Agriculture,1,Michoacan,4
1813,52.0,Low,Male,860.0,Agriculture,1,Michoacan,1
1814,54.0,Low,Male,3178.457710975508,Agriculture,1,Michoacan,1
1815,37.0,Low,Male,6200.0,Agriculture,1,Michoacan,1
1816,55.0,Low,Female,15000.0,Agriculture,1,Michoacan,2
1817,37.0,Low,Male,5200.0,Agriculture,1,Michoacan,1
1818,62.0,Low,Male,4000.0,Construction,0,Michoacan,1
1819,62.0,Low,Male,4000.0,Construction,0,Michoacan,1
1820,29.0,Low,Male,2000.0,Construction,0,Michoacan,1
1821,56.0,Low,Male,600.0,Construction,1,Michoacan,1
1822,43.0,Low,Male,15400.0,Agriculture,0,Michoacan,2
1823,38.0,Low,Male,5000.0,Agriculture,1,Michoacan,1
1824,59.0,Low,Male,28800.0,Agriculture,0,Michoacan,4
1825,30.0,Low,Male,45600.0,Agriculture,0,Michoacan,5
1826,52.0,Low,Male,248800.0,Manufacturing,0,Michoacan,10
1827,60.0,Low,Female,9600.0,Agriculture,1,Michoacan,1
1828,36.0,Low,Female,40000.0,Agriculture,0,Michoacan,5
1829,34.0,Low,Female,26000.0,Manufacturing,0,Michoacan,3
1830,57.0,Low,Male,48000.0,Hospitality,1,Michoacan,6
1831,54.0,Low,Male,28800.0,Agriculture,0,Michoacan,4
1832,31.0,Low,Male,52000.0,Agriculture,1,Michoacan,6
1833,35.0,Low,Male,143400.0,Agriculture,0,Michoacan,9
1834,24.0,Medium,Female,32000.0,Manufacturing,1,Michoacan,4
1835,25.0,Low,Male,28800.0,Agriculture,1,Michoacan,4
1836,46.0,Low,Male,14400.0,Other Services (Not Government),1,Michoacan,2
1837,27.0,Low,Male,48000.0,Retail,1,Michoacan,6
1838,45.0,Low,Female,33600.0,Agriculture,1,Michoacan,4
1839,29.0,Low,Male,21403.763221736142,Agriculture,0,Michoacan,3
1840,31.0,Low,Male,28800.0,Agriculture,1,Michoacan,4
1841,49.0,High,Male,24000.0,Agriculture,0,Michoacan,3
1842,60.0,Low,Female,38400.0,Agriculture,0,Michoacan,5
1843,60.0,Low,Male,81600.0,Agriculture,0,Michoacan,8
1844,22.0,Medium,Male,28800.0,Agriculture,0,Michoacan,4
1845,56.0,Low,Female,30000.0,Agriculture,1,Michoacan,4
1846,57.0,Low,Male,48000.0,Construction,1,Michoacan,6
1847,48.0,Low,Male,28800.0,Agriculture,0,Michoacan,4
1848,29.0,Low,Male,28800.0,Agriculture,0,Michoacan,4
1849,41.0,Low,Male,28800.0,Agriculture,0,Michoacan,4
1850,44.0,Low,Male,170000.0,Agriculture,0,Michoacan,10
1851,37.0,Low,Female,28800.0,Hospitality,0,Michoacan,4
1852,33.0,Low,Male,30800.0,Mining,0,Michoacan,4
1853,47.0,Medium,Male,36000.0,Construction,1,Michoacan,5
1854,54.0,Low,Male,31000.0,Other Services (Not Government),0,Michoacan,4
1855,51.0,Low,Male,34500.0,Hospitality,1,Michoacan,4
1856,63.0,Low,Male,24000.0,Government,1,Michoacan,3
1857,32.0,Medium,Female,32000.0,Government,0,Michoacan,4
1858,61.0,Low,Male,10000.0,Construction,0,Michoacan,1
1859,65.0,Low,Male,27202.0,Agriculture,0,Michoacan,3
1860,47.0,Low,Male,43000.0,Construction,1,Michoacan,5
1861,48.0,Low,Male,25400.0,Construction,1,Michoacan,3
1862,27.0,Medium,Male,24000.0,Construction,1,Michoacan,3
1863,38.0,Low,Male,28000.0,Transportation,0,Michoacan,3
1864,51.0,Low,Male,20000.0,Agriculture,0,Michoacan,2
1865,38.0,Low,Female,4400.0,Manufacturing,1,Michoacan,1
1866,53.0,Medium,Male,68000.0,Education,1,Michoacan,7
1867,55.0,Low,Male,2000.0,Manufacturing,0,Michoacan,1
1868,64.0,Low,Male,8000.0,Manufacturing,0,Michoacan,1
1869,57.0,Low,Male,10000.0,Construction,0,Michoacan,1
1870,59.0,Low,Female,3000.0,Education,1,Michoacan,1
1871,47.0,Low,Male,18000.0,Manufacturing,0,Michoacan,2
1872,39.0,Low,Male,48400.0,Construction,1,Michoacan,6
1873,36.0,Low,Male,106800.0,Government,1,Michoacan,9
1874,57.0,Medium,Male,109500.0,Education,1,Michoacan,9
1875,49.0,Low,Male,30000.0,Construction,0,Michoacan,4
1876,25.0,Low,Male,26000.0,Government,1,Michoacan,3
1877,58.0,Low,Female,2600.0,Agriculture,1,Michoacan,1
1878,47.0,Low,Female,27000.0,Agriculture,0,Michoacan,3
1879,45.0,Low,Male,50000.0,Agriculture,0,Michoacan,6
1880,57.0,Low,Male,35000.0,Agriculture,0,Michoacan,4
1881,31.0,Low,Male,22635.95902850777,Agriculture,0,Michoacan,3
1882,47.0,Low,Female,51474.59594834549,Other Services (Not Government),1,Michoacan,6
1883,24.0,Low,Male,36400.0,Agriculture,0,Michoacan,5
1884,65.0,Low,Female,7200.0,Other Services (Not Government),0,Michoacan,1
1885,50.0,Low,Male,31000.0,Health / Social Services,1,Michoacan,4
1886,59.0,Low,Male,26000.0,Other,1,Michoacan,3
1887,44.0,Low,Male,24000.0,Agriculture,1,Michoacan,3
1888,46.0,Low,Female,3100.0,Retail,1,Michoacan,1
1889,60.0,Low,Male,6300.0,Agriculture,0,Michoacan,1
1890,43.0,Medium,Male,48000.0,Government,0,Michoacan,6
1891,54.0,Low,Male,24000.0,Retail,0,Michoacan,3
1892,65.0,Medium,Male,60000.0,Government,0,Michoacan,7
1893,46.0,Low,Male,1000.0,Retail,1,Michoacan,1
1894,43.0,Low,Female,10500.0,Hospitality,1,Michoacan,1
1895,48.0,Low,Male,54400.0,Construction,1,Michoacan,6
1896,42.0,Low,Male,40000.0,Agriculture,1,Michoacan,5
1897,42.0,Low,Male,20000.0,Agriculture,0,Michoacan,2
1898,40.0,Medium,Male,48000.0,Construction,1,Michoacan,6
1899,40.0,Medium,Male,48000.0,Agriculture,1,Michoacan,6
1900,40.0,Low,Male,28000.0,Agriculture,1,Michoacan,3
1901,28.0,Medium,Male,18000.0,Agriculture,1,Michoacan,2
1902,35.0,Low,Male,32000.0,Agriculture,1,Michoacan,4
1903,36.0,Low,Male,28800.0,Agriculture,1,Michoacan,4
1904,65.0,Low,Male,38200.0,Other Services (Not Government),0,Michoacan,5
1905,25.0,Low,Male,33000.0,Agriculture,0,Michoacan,4
1906,49.0,Low,Male,20252.48919750797,Agriculture,1,Michoacan,2
1907,35.0,Medium,Male,91800.0,Education,1,Michoacan,8
1908,57.0,Low,Male,1600.0,Retail,0,Michoacan,1
1909,51.0,Low,Male,24487.71283060305,Agriculture,0,Michoacan,3
1910,32.0,Medium,Male,17500.0,Other Services (Not Government),1,Michoacan,2
1911,51.0,Low,Female,4000.0,Agriculture,1,Michoacan,1
1912,34.0,Low,Male,16000.0,Mining,1,Michoacan,2
1913,32.0,Medium,Male,18000.0,Retail,1,Michoacan,2
1914,41.0,Low,Male,12000.0,Agriculture,1,Michoacan,2
1915,39.0,Low,Male,12000.0,Agriculture,1,Michoacan,2
1916,45.0,Medium,Male,12000.0,Manufacturing,0,Michoacan,2
1917,25.0,Low,Female,14400.0,Other Services (Not Government),1,Michoacan,2
1918,25.0,Low,Female,14400.0,Other Services (Not Government),1,Michoacan,2
1919,47.0,Medium,Male,84000.0,Government,1,Guanajuato,8
1920,48.0,Medium,Male,81600.0,Retail,1,Guanajuato,8
1921,65.0,Low,Male,36000.0,Other Services (Not Government),1,Guanajuato,5
1922,32.0,Low,Female,55776.0,Business Services,1,Guanajuato,6
1923,24.0,Medium,Male,56800.0,Government,1,Guanajuato,6
1924,33.0,High,Male,80000.0,Manufacturing,1,Guanajuato,8
1925,44.0,Low,Female,6000.0,Other Services (Not Government),0,Guanajuato,1
1926,43.0,Low,Male,11800.0,Other,1,Guanajuato,1
1927,50.0,Low,Male,50000.0,Wholesale,0,Guanajuato,6
1928,47.0,Low,Male,51000.0,Manufacturing,1,Guanajuato,6
1929,47.0,Medium,Male,16335.333441027136,Other Services (Not Government),1,Guanajuato,2
1930,25.0,Medium,Male,54000.0,Other Services (Not Government),1,Guanajuato,6
1931,62.0,Low,Female,13400.0,Manufacturing,1,Guanajuato,2
1932,45.0,Low,Male,48000.0,Utilities,1,Guanajuato,6
1933,56.0,Low,Female,9600.0,Hospitality,1,Guanajuato,1
1934,30.0,Low,Male,50000.0,Construction,1,Guanajuato,6
1935,26.0,Medium,Male,37000.0,Transportation,1,Guanajuato,5
1936,40.0,Low,Male,71219.07351844489,Transportation,1,Guanajuato,7
1937,30.0,Medium,Male,43008.0,Manufacturing,1,Guanajuato,5
1938,29.0,Low,Female,57600.0,Hospitality,1,Guanajuato,7
1939,29.0,Low,Female,57600.0,Hospitality,1,Guanajuato,7
1940,31.0,Low,Male,57160.0,Manufacturing,1,Guanajuato,6
1941,36.0,Low,Female,19200.0,Other Services (Not Government),0,Guanajuato,2
1942,31.0,Low,Female,56235.95902850777,Other Services (Not Government),1,Guanajuato,6
1943,46.0,Low,Male,36000.0,Manufacturing,1,Guanajuato,5
1944,49.0,Low,Male,286000.0,Manufacturing,1,Guanajuato,10
1945,49.0,Low,Male,286000.0,Manufacturing,1,Guanajuato,10
1946,52.0,Low,Male,54300.0,Business Services,0,Guanajuato,6
1947,63.0,Low,Male,77000.0,Professional / Scientific,1,Guanajuato,8
1948,35.0,Medium,Male,18000.0,Manufacturing,1,Guanajuato,2
1949,37.0,Medium,Male,40000.0,Manufacturing,1,Guanajuato,5
1950,52.0,Low,Male,99000.0,Manufacturing,1,Guanajuato,9
1951,50.0,Low,Male,43200.0,Construction,0,Guanajuato,5
1952,51.0,Medium,Male,89300.0,Cultural / Sport / Recreational,1,Guanajuato,8
1953,39.0,Medium,Male,105000.0,Retail,1,Guanajuato,9
1954,39.0,Medium,Male,105000.0,Retail,1,Guanajuato,9
1955,39.0,Medium,Male,105000.0,Retail,1,Guanajuato,9
1956,42.0,Medium,Female,20160.0,Manufacturing,1,Guanajuato,2
1957,55.0,Low,Male,92800.0,Construction,1,Guanajuato,8
1958,51.0,Medium,Male,56252.0,Retail,1,Guanajuato,6
1959,31.0,Low,Male,25600.0,Manufacturing,1,Guanajuato,3
1960,26.0,Low,Female,38400.0,Manufacturing,0,Guanajuato,5
1961,51.0,Low,Male,31200.0,Other Services (Not Government),1,Guanajuato,4
1962,35.0,Low,Male,48000.0,Retail,0,Guanajuato,6
1963,33.0,Low,Male,60000.0,Manufacturing,1,Guanajuato,7
1964,62.0,Low,Male,41300.0,Other Services (Not Government),1,Guanajuato,5
1965,34.0,Medium,Male,80000.0,Transportation,0,Guanajuato,8
1966,56.0,Low,Male,102000.0,Manufacturing,1,Guanajuato,9
1967,33.0,Low,Female,49000.0,Retail,1,Guanajuato,6
1968,55.0,Low,Male,38400.0,Manufacturing,1,Guanajuato,5
1969,64.0,Low,Male,54000.0,Professional / Scientific,1,Guanajuato,6
1970,57.0,Low,Male,60000.0,Manufacturing,1,Guanajuato,7
1971,47.0,Low,Female,35600.0,Health / Social Services,0,Guanajuato,4
1972,60.0,Low,Male,207400.0,Manufacturing,1,Guanajuato,10
1973,29.0,Medium,Female,38400.0,Other Services (Not Government),1,Guanajuato,5
1974,28.0,Medium,Male,58000.0,Manufacturing,1,Guanajuato,7
1975,50.0,Low,Female,109200.0,Manufacturing,1,Guanajuato,9
1976,29.0,Low,Male,67200.0,Manufacturing,0,Guanajuato,7
1977,58.0,Low,Male,26800.0,Construction,1,Guanajuato,3
1978,28.0,Medium,Male,180000.0,Manufacturing,1,Guanajuato,10
1979,28.0,Medium,Male,180000.0,Manufacturing,1,Guanajuato,10
1980,28.0,Medium,Male,180000.0,Manufacturing,1,Guanajuato,10
1981,26.0,Low,Male,71909.80671691312,Manufacturing,1,Guanajuato,7
1982,27.0,Medium,Male,96000.0,Manufacturing,1,Guanajuato,9
1983,27.0,Medium,Male,96000.0,Manufacturing,1,Guanajuato,9
1984,38.0,Low,Male,52500.0,Manufacturing,1,Guanajuato,6
1985,32.0,Medium,Male,43872.0,Other,1,Guanajuato,5
1986,42.0,Low,Male,74000.0,Other Services (Not Government),1,Guanajuato,8
1987,65.0,Low,Male,33600.0,Business Services,1,Guanajuato,4
1988,45.0,Low,Male,105600.0,Manufacturing,1,Guanajuato,9
1989,30.0,Low,Male,14400.0,Other,0,Guanajuato,2
1990,30.0,Medium,Male,108600.0,Government,1,Guanajuato,9
1991,59.0,Low,Male,78000.0,Retail,1,Guanajuato,8
1992,28.0,Medium,Male,10156.21923164338,Manufacturing,1,Guanajuato,1
1993,32.0,High,Male,50000.0,Other,1,Guanajuato,6
1994,44.0,Low,Male,23668.57491486717,Manufacturing,0,Guanajuato,3
1995,51.0,Low,Male,224800.0,Manufacturing,1,Guanajuato,10
1996,37.0,Medium,Male,63000.0,Wholesale,1,Guanajuato,7
1997,45.0,Low,Male,32000.0,Retail,1,Guanajuato,4
1998,54.0,Low,Male,98000.0,Professional / Scientific,1,Guanajuato,9
1999,33.0,Low,Female,173000.0,Manufacturing,1,Guanajuato,10
2000,53.0,Low,Male,14500.0,Manufacturing,0,Guanajuato,2
2001,52.0,Low,Male,41140.0,Retail,1,Guanajuato,5
2002,49.0,Low,Male,115000.0,Government,1,Guanajuato,9
2003,64.0,Low,Female,12000.0,Other Services (Not Government),1,Guanajuato,2
2004,39.0,Low,Male,53000.0,Manufacturing,0,Guanajuato,6
2005,41.0,Low,Male,40000.0,Professional / Scientific,1,Guanajuato,5
2006,49.0,Low,Male,100000.0,Manufacturing,1,Guanajuato,9
2007,37.0,Low,Male,50400.0,Other Services (Not Government),1,Guanajuato,6
2008,30.0,Low,Male,70000.0,Manufacturing,0,Guanajuato,7
2009,52.0,Low,Female,50800.0,Other Services (Not Government),1,Guanajuato,6
2010,51.0,Low,Female,98000.0,Manufacturing,1,Guanajuato,9
2011,44.0,Low,Male,170000.0,Manufacturing,1,Guanajuato,10
2012,41.0,Low,Male,25000.0,Manufacturing,1,Guanajuato,3
2013,21.0,Medium,Male,171200.0,Other Services (Not Government),1,Guanajuato,10
2014,37.0,Low,Female,40000.0,Hospitality,0,Guanajuato,5
2015,30.0,Medium,Male,500.0,Retail,1,Guanajuato,1
2016,36.0,Low,Male,48000.0,Manufacturing,1,Guanajuato,6
2017,40.0,Low,Male,38400.0,Transportation,1,Guanajuato,5
2018,53.0,Low,Male,46400.0,Manufacturing,1,Guanajuato,6
2019,35.0,Low,Male,15000.0,Professional / Scientific,0,Guanajuato,2
2020,47.0,Medium,Male,13000.0,Manufacturing,1,Guanajuato,2
2021,58.0,Low,Male,50000.0,Professional / Scientific,1,Guanajuato,6
2022,52.0,Low,Male,43200.0,Business Services,0,Guanajuato,5
2023,45.0,Medium,Male,225600.0,Manufacturing,1,Guanajuato,10
2024,27.0,Medium,Male,36000.0,Manufacturing,1,Guanajuato,5
2025,30.0,Medium,Male,36000.0,Manufacturing,1,Guanajuato,5
2026,58.0,Low,Male,20000.0,Other Services (Not Government),1,Guanajuato,2
2027,45.0,Low,Male,160000.0,Hospitality,1,Guanajuato,10
2028,49.0,Low,Male,222000.0,Manufacturing,1,Guanajuato,10
2029,55.0,Low,Male,103000.0,Manufacturing,0,Guanajuato,9
2030,34.0,Low,Male,43200.0,Manufacturing,1,Guanajuato,5
2031,28.0,Medium,Male,6210.0,Retail,1,Guanajuato,1
2032,56.0,Low,Male,170000.0,Retail,1,Guanajuato,10
2033,45.0,Low,Male,30000.0,Transportation,1,Guanajuato,4
2034,34.0,Medium,Male,28800.0,Retail,1,Guanajuato,4
2035,32.0,Low,Female,20000.0,Education,0,Guanajuato,2
2036,52.0,Low,Male,50000.0,Agriculture,1,Guanajuato,6
2037,24.0,Medium,Male,98000.0,Manufacturing,0,Guanajuato,9
2038,47.0,Low,Male,48000.0,Government,1,Guanajuato,6
2039,60.0,Low,Male,77200.0,Education,1,Guanajuato,8
2040,43.0,Medium,Female,24350.0,Retail,1,Guanajuato,3
2041,45.0,Medium,Male,54000.0,Retail,1,Guanajuato,6
2042,64.0,Low,Male,22800.0,Retail,0,Guanajuato,3
2043,51.0,Medium,Male,38337.47131103589,Other Services (Not Government),0,Guanajuato,5
2044,30.0,High,Male,180500.0,Education,1,Guanajuato,10
2045,46.0,Low,Male,72000.0,Manufacturing,1,Guanajuato,8
2046,41.0,Medium,Male,60500.0,Wholesale,1,Guanajuato,7
2047,30.0,Medium,Female,27240.0,Professional / Scientific,0,Guanajuato,3
2048,52.0,Medium,Male,204000.0,Government,1,Guanajuato,10
2049,33.0,Medium,Male,80123.0622541328,Other,1,Guanajuato,8
2050,54.0,Low,Male,59800.0,Retail,1,Guanajuato,7
2051,54.0,High,Male,53300.0,Health / Social Services,0,Guanajuato,6
2052,51.0,Low,Female,9600.0,Retail,0,Guanajuato,1
2053,56.0,Low,Female,40320.0,Agriculture,0,Guanajuato,5
2054,28.0,Medium,Male,98956.21923164338,Construction,0,Guanajuato,9
2055,33.0,Low,Male,25000.0,Agriculture,0,Guanajuato,3
2056,20.0,Low,Male,35000.0,Construction,0,Guanajuato,4
2057,39.0,Medium,Male,48000.0,Construction,0,Guanajuato,6
2058,34.0,Low,Male,60000.0,Wholesale,0,Guanajuato,7
2059,39.0,Low,Female,40320.0,Agriculture,1,Guanajuato,5
2060,26.0,Medium,Male,57000.0,Other Services (Not Government),1,Guanajuato,6
2061,51.0,Low,Male,25845.739909917964,Agriculture,0,Guanajuato,3
2062,65.0,Low,Female,12600.0,Agriculture,1,Guanajuato,2
2063,40.0,High,Male,48000.0,Health / Social Services,1,Guanajuato,6
2064,64.0,Low,Male,108644.17630820604,Education,1,Guanajuato,9
2065,44.0,Medium,Male,88080.0,Government,0,Guanajuato,8
2066,31.0,Low,Male,50400.0,Hospitality,1,Guanajuato,6
2067,63.0,Low,Male,4800.0,Manufacturing,0,Guanajuato,1
2068,55.0,Low,Male,60000.0,Agriculture,1,Guanajuato,7
2069,55.0,Low,Male,60000.0,Agriculture,1,Guanajuato,7
2070,50.0,Medium,Male,230020.0,Education,1,Guanajuato,10
2071,61.0,Low,Male,245187.1641635116,Professional / Scientific,1,Guanajuato,10
2072,41.0,Low,Female,36700.0,Hospitality,0,Guanajuato,5
2073,44.0,Medium,Male,45525.613088654136,Agriculture,0,Guanajuato,5
2074,54.0,Low,Male,2205.0,Manufacturing,1,Guanajuato,1
2075,42.0,Low,Male,38400.0,Construction,1,Guanajuato,5
2076,55.0,Low,Male,8000.0,Agriculture,1,Guanajuato,1
2077,54.0,Low,Male,11200.0,Agriculture,1,Guanajuato,1
2078,45.0,Low,Female,6000.0,Agriculture,0,Guanajuato,1
2079,41.0,Low,Female,33600.0,Hospitality,1,Guanajuato,4
2080,59.0,Low,Female,27734.866875040872,Manufacturing,1,Guanajuato,3
2081,55.0,Low,Male,12000.0,Agriculture,0,Guanajuato,2
2082,62.0,Low,Female,5120.0,Agriculture,0,Guanajuato,1
2083,46.0,Low,Female,20160.0,Retail,1,Guanajuato,2
2084,45.0,Low,Male,3600.0,Agriculture,0,Guanajuato,1
2085,42.0,Low,Male,17200.0,Agriculture,1,Guanajuato,2
2086,64.0,Low,Female,23040.0,Agriculture,1,Guanajuato,3
2087,35.0,Low,Female,12000.0,Agriculture,1,Guanajuato,2
2088,46.0,Low,Male,26891.210430537896,Agriculture,1,Guanajuato,3
2089,41.0,Low,Male,12000.0,Agriculture,0,Guanajuato,2
2090,50.0,Low,Male,5000.0,Agriculture,1,Guanajuato,1
2091,23.0,Low,Male,28800.0,Agriculture,1,Guanajuato,4
2092,55.0,Low,Male,80000.0,Retail,1,Guanajuato,8
2093,61.0,Low,Female,91600.0,Manufacturing,1,Guanajuato,8
2094,61.0,Low,Female,33260.0,Retail,0,Guanajuato,4
2095,55.0,Low,Male,34000.0,Agriculture,0,Guanajuato,4
2096,34.0,Low,Male,8064.0,Agriculture,1,Guanajuato,1
2097,63.0,Low,Male,28300.0,Agriculture,0,Guanajuato,3
2098,37.0,Low,Female,19200.0,Other Services (Not Government),0,Guanajuato,2
2099,34.0,Low,Male,50000.0,Retail,0,Guanajuato,6
2100,36.0,Low,Female,16305.017451462423,Construction,0,Guanajuato,2
2101,47.0,Low,Female,17000.0,Manufacturing,0,Guanajuato,2
2102,51.0,Low,Male,17500.0,Agriculture,1,Guanajuato,2
2103,62.0,Low,Male,65000.0,Agriculture,1,Guanajuato,7
2104,56.0,Low,Female,19200.0,Retail,0,Guanajuato,2
2105,51.0,Low,Male,12000.0,Agriculture,0,Guanajuato,2
2106,46.0,Low,Male,18000.0,Agriculture,1,Guanajuato,2
2107,65.0,Low,Male,80400.0,Agriculture,1,Guanajuato,8
2108,41.0,Low,Female,57600.0,Other Services (Not Government),1,Guanajuato,7
2109,46.0,Low,Male,48000.0,Hospitality,0,Guanajuato,6
2110,28.0,Low,Male,4000.0,Cultural / Sport / Recreational,0,Guanajuato,1
2111,44.0,Low,Female,58000.0,Manufacturing,0,Guanajuato,7
2112,50.0,Low,Male,7200.0,Agriculture,0,Guanajuato,1
2113,46.0,Low,Male,16200.0,Manufacturing,0,Guanajuato,2
2114,62.0,Low,Female,24000.0,Agriculture,0,Guanajuato,3
2115,28.0,Low,Male,30000.0,Agriculture,0,Guanajuato,4
2116,57.0,Low,Male,33600.0,Wholesale,0,Guanajuato,4
2117,29.0,Low,Male,35000.0,Construction,1,Guanajuato,4
2118,46.0,Low,Male,40000.0,Retail,1,Guanajuato,5
2119,51.0,Low,Female,26400.0,Health / Social Services,1,Guanajuato,3
2120,55.0,Medium,Male,98400.0,Manufacturing,1,Guanajuato,9
2121,63.0,Low,Male,32000.0,Agriculture,1,Guanajuato,4
2122,63.0,Low,Male,8250.0,Retail,1,Guanajuato,1
2123,63.0,Medium,Female,130000.0,Government,1,Baja California Sur,9
2124,43.0,Medium,Male,63000.0,Manufacturing,1,Baja California Sur,7
2125,48.0,Low,Male,48000.0,Government,1,Baja California Sur,6
2126,43.0,High,Male,100800.0,Other,1,Baja California Sur,9
2127,34.0,Medium,Male,61000.0,Construction,1,Baja California Sur,7
2128,47.0,High,Male,26400.0,Other Services (Not Government),1,Baja California Sur,3
2129,33.0,Medium,Male,120000.0,Government,1,Baja California Sur,9
2130,56.0,Medium,Male,96000.0,Construction,1,Baja California Sur,9
2131,47.0,Medium,Male,42861.83537939554,Other,1,Baja California Sur,5
2132,54.0,Low,Female,48000.0,Other,1,Baja California Sur,6
2133,60.0,Low,Male,79600.0,Education,1,Baja California Sur,8
2134,59.0,Low,Male,44000.0,Transportation,1,Baja California Sur,5
2135,49.0,High,Female,366000.0,Health / Social Services,1,Baja California Sur,10
2136,61.0,Low,Male,95600.0,Hospitality,1,Baja California Sur,8
2137,31.0,Medium,Male,43352.36703891195,Construction,1,Baja California Sur,5
2138,45.0,Medium,Male,60000.0,Hospitality,1,Baja California Sur,7
2139,54.0,Medium,Male,47000.0,Government,1,Baja California Sur,6
2140,54.0,Low,Male,76800.0,Government,1,Baja California Sur,8
2141,28.0,Medium,Male,24000.0,Other Services (Not Government),1,Baja California Sur,3
2142,55.0,Low,Female,17600.0,Manufacturing,1,Baja California Sur,2
2143,52.0,Low,Male,264000.0,Education,1,Baja California Sur,10
2144,28.0,High,Male,100000.0,Professional / Scientific,1,Baja California Sur,9
2145,31.0,Medium,Male,30000.0,Business Services,1,Baja California Sur,4
2146,57.0,Low,Female,52800.0,Government,1,Baja California Sur,6
2147,59.0,Low,Male,231000.0,Transportation,1,Baja California Sur,10
2148,50.0,Low,Male,72000.0,Construction,1,Baja California Sur,8
2149,29.0,Medium,Male,114000.0,Hospitality,1,Baja California Sur,9
2150,62.0,Medium,Male,15000.0,Wholesale,1,Baja California Sur,2
2151,25.0,Medium,Male,496000.0,Construction,1,Baja California Sur,10
2152,25.0,Medium,Male,496000.0,Construction,1,Baja California Sur,10
2153,25.0,Medium,Male,496000.0,Construction,1,Baja California Sur,10
2154,25.0,Medium,Male,496000.0,Construction,1,Baja California Sur,10
2155,47.0,High,Male,63644.981655613854,Agriculture,1,Baja California Sur,7
2156,37.0,High,Female,259800.0,Transportation,1,Baja California Sur,10
2157,37.0,High,Female,259800.0,Transportation,1,Baja California Sur,10
2158,51.0,Medium,Male,127000.0,Construction,1,Baja California Sur,9
2159,49.0,High,Male,64510.0,Transportation,1,Baja California Sur,7
2160,54.0,Medium,Male,48000.0,Government,1,Baja California Sur,6
2161,37.0,Medium,Male,38400.0,Real Estate,1,Baja California Sur,5
2162,35.0,Medium,Male,250000.0,Cultural / Sport / Recreational,1,Baja California Sur,10
2163,50.0,High,Male,138800.0,Government,0,Baja California Sur,9
2164,59.0,High,Female,228000.0,Utilities,1,Baja California Sur,10
2165,35.0,Medium,Female,9000.0,Government,1,Baja California Sur,1
2166,46.0,Medium,Male,96000.0,Other Services (Not Government),0,Baja California Sur,9
2167,41.0,Medium,Male,290000.0,Utilities,1,Baja California Sur,10
2168,47.0,High,Male,384000.0,Government,1,Baja California Sur,10
2169,50.0,High,Male,401800.0,Government,1,Baja California Sur,10
2170,50.0,Low,Male,130000.0,Hospitality,1,Baja California Sur,9
2171,48.0,Medium,Female,118000.0,Government,1,Baja California Sur,9
2172,55.0,Medium,Male,98000.0,Other,1,Baja California Sur,9
2173,42.0,High,Male,275000.0,Professional / Scientific,1,Baja California Sur,10
2174,57.0,Medium,Male,70000.0,Government,1,Baja California Sur,7
2175,43.0,Medium,Male,50000.0,Other,1,Baja California Sur,6
2176,39.0,Low,Male,38400.0,Other,0,Baja California Sur,5
2177,53.0,Medium,Male,36280.0,Retail,1,Baja California Sur,5
2178,50.0,Low,Male,50000.0,Retail,1,Baja California Sur,6
2179,49.0,Low,Male,22392.790521318697,Retail,1,Baja California Sur,3
2180,57.0,Low,Male,68000.0,Health / Social Services,1,Baja California Sur,7
2181,47.0,Medium,Female,104000.0,Health / Social Services,0,Baja California Sur,9
2182,50.0,High,Male,320000.0,Health / Social Services,1,Baja California Sur,10
2183,38.0,Medium,Male,51000.0,Government,1,Baja California Sur,6
2184,43.0,High,Male,101200.0,Retail,1,Baja California Sur,9
2185,43.0,High,Male,101200.0,Retail,1,Baja California Sur,9
2186,25.0,Medium,Female,38400.0,Retail,1,Baja California Sur,5
2187,37.0,Medium,Male,78000.0,Government,0,Baja California Sur,8
2188,50.0,Low,Male,50000.0,Other Services (Not Government),0,Baja California Sur,6
2189,57.0,Low,Female,122100.0,Other Services (Not Government),1,Baja California Sur,9
